CountrySubdivision,CountrySubdivisionCode,Municipality,Latitude,Longitude,Country,CountryCode,CountryCode3
,,King Albert Park,1.334444,103.779722,SINGAPORE,SG,SGP
,,Chye Kay,1.426111,103.824167,SINGAPORE,SG,SGP
,,Mount Rosie,1.323333,103.834167,SINGAPORE,SG,SGP
,,Yew Tee,1.394444,103.753889,SINGAPORE,SG,SGP
,,Yow Toe,1.394444,103.753889,SINGAPORE,SG,SGP
,,Yew Tee Village,1.394444,103.753889,SINGAPORE,SG,SGP
,,Kampong Teban,1.378611,103.907778,SINGAPORE,SG,SGP
,,Kampong Sultan,1.283333,103.783333,SINGAPORE,SG,SGP
,,Kampong Punggol,1.4125,103.910278,SINGAPORE,SG,SGP
,,Adelphi Park Estate,1.355,103.828889,SINGAPORE,SG,SGP
,,Kent Ridge,1.293056,103.784444,SINGAPORE,SG,SGP
,,Kampong Sakeng,1.207778,103.777778,SINGAPORE,SG,SGP
,,Pasir Ris New Town,1.372222,103.947778,SINGAPORE,SG,SGP
,,Pasir Ris,1.372222,103.947778,SINGAPORE,SG,SGP
,,Pasir Ris Village,1.372222,103.947778,SINGAPORE,SG,SGP
,,Kampong Amber,1.300278,103.911667,SINGAPORE,SG,SGP
,,Kampong Pasir,1.408333,104.084167,SINGAPORE,SG,SGP
,,Kampong Lew Lian,1.35,103.866667,SINGAPORE,SG,SGP
,,Tai Hwan Gardens,1.355278,103.860833,SINGAPORE,SG,SGP
,,Hun Yeang,1.368611,103.931944,SINGAPORE,SG,SGP
,,Hun Yeang Village,1.368611,103.931944,SINGAPORE,SG,SGP
,,Boon Lay,1.333333,103.7,SINGAPORE,SG,SGP
,,Sennett Estate,1.331944,103.871667,SINGAPORE,SG,SGP
,,Tuas Village,1.321389,103.656667,SINGAPORE,SG,SGP
,,Tuas,1.321389,103.656667,SINGAPORE,SG,SGP
,,Phoenix Park,1.298889,103.812222,SINGAPORE,SG,SGP
,,Bukit Merah Estate,1.284167,103.823056,SINGAPORE,SG,SGP
,,Bukit Sembawang Estate,1.386111,103.895,SINGAPORE,SG,SGP
,,Serangoon New Town,1.350833,103.870833,SINGAPORE,SG,SGP
,,Serangoon,1.350833,103.870833,SINGAPORE,SG,SGP
,,Jurong West,1.350278,103.722778,SINGAPORE,SG,SGP
,,Jurong West New Town,1.350278,103.722778,SINGAPORE,SG,SGP
,,Kaki Bukit Estate,1.3375,103.909167,SINGAPORE,SG,SGP
,,Xilin Estate,1.332222,103.965833,SINGAPORE,SG,SGP
,,Henderson Estate,1.289167,103.823333,SINGAPORE,SG,SGP
,,Hougang New Town,1.356667,103.890833,SINGAPORE,SG,SGP
,,Simei New Town,1.341111,103.956111,SINGAPORE,SG,SGP
,,Simei,1.341111,103.956111,SINGAPORE,SG,SGP
,,Simei Estate,1.341111,103.956111,SINGAPORE,SG,SGP
,,Saint Michael’s Estate,1.327778,103.860833,SINGAPORE,SG,SGP
,,Boon Lay Resettlement Area,1.335278,103.698889,SINGAPORE,SG,SGP
,,Bishan New Town,1.346389,103.853056,SINGAPORE,SG,SGP
